,code,term,system,codelist,cui
27,31396411000001100,Nurofen Sinus Pressure & Headache Relief 200mg/30mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-31396411000001100
28,32390811000001100,Nurofen for Children 100mg chewable capsules (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-32390811000001100
29,477011000001101,Orbifen For Children 100mg/5ml oral suspension (Orbis Consumer Products Ltd),SNOMED,bleeding_medications_hasbled,S-477011000001101
30,7664811000001100,Orbifen For Children 100mg/5ml oral suspension 5ml sachets (Orbis Consumer Products Ltd),SNOMED,bleeding_medications_hasbled,S-7664811000001100
31,8008611000001100,Sudafed Sinus Pressure & Pain tablets (McNeil Products Ltd),SNOMED,bleeding_medications_hasbled,S-8008611000001100
32,34874211000001100,Sudafed Sinus Pain Relief 200mg/6.1mg tablets (McNeil Products Ltd),SNOMED,bleeding_medications_hasbled,S-34874211000001100
33,29666011000001100,Care Ibuprofen for Children 100mg/5ml oral suspension (Thornton & Ross Ltd),SNOMED,bleeding_medications_hasbled,S-29666011000001100
34,4535711000001100,Fenpaed 100mg/5ml oral suspension (Pinewood Healthcare),SNOMED,bleeding_medications_hasbled,S-4535711000001100
35,7997311000001100,Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd),SNOMED,bleeding_medications_hasbled,S-7997311000001100
36,7997811000001100,Mandafen 400mg tablets (M & A Pharmachem Ltd),SNOMED,bleeding_medications_hasbled,S-7997811000001100
37,4585211000001100,Calprofen 100mg/5ml oral suspension (McNeil Products Ltd),SNOMED,bleeding_medications_hasbled,S-4585211000001100
38,11753011000001100,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),SNOMED,bleeding_medications_hasbled,S-11753011000001100
39,9993111000001100,Galpharm Ibuprofen For Children 100mg/5ml oral suspension 5ml sachets (Galpharm International Ltd),SNOMED,bleeding_medications_hasbled,S-9993111000001100
40,13636911000001100,Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd),SNOMED,bleeding_medications_hasbled,S-13636911000001100
41,17303111000001100,Galpharm Migraine Relief 200mg capsules (Galpharm International Ltd),SNOMED,bleeding_medications_hasbled,S-17303111000001100
42,10194911000001100,Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-10194911000001100
43,16528311000001100,Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-16528311000001100
44,16528811000001100,Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-16528811000001100
45,34790511000001100,Flarin 200mg capsules (infirst Healthcare Ltd),SNOMED,bleeding_medications_hasbled,S-34790511000001100
46,36105911000001100,Ibular 200mg tablets (Ennogen Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-36105911000001104
47,36106111000001100,Ibular 400mg tablets (Ennogen Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-36106111000001104
48,36603011000001100,Ibuprofen Twelve Plus Pain Relief 200mg/5ml oral suspension (Aspire Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-36603011000001104
49,36760411000001100,Ibuprofen Seven Plus Pain Relief 200mg/5ml oral suspension (Aspire Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-36760411000001104
50,24411000001107,Indometacin 25mg capsules (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-24411000001107
51,387211000001109,Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-387211000001109
52,564511000001104,Indometacin 25mg capsules (The Boots Company Plc),SNOMED,bleeding_medications_hasbled,S-564511000001104
53,746311000001109,Indometacin 25mg capsules (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-746311000001109
54,770811000001101,Indometacin 25mg capsules (Kent Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-770811000001101
55,4331311000001100,Indometacin 25mg capsules (Sandoz Ltd),SNOMED,bleeding_medications_hasbled,S-4331311000001100
56,10381711000001100,Indometacin 25mg capsules (Arrow Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10381711000001100
57,11017711000001100,Indometacin 25mg capsules (Dr Reddy's Laboratories (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-11017711000001100
58,10239611000001100,Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-10239611000001100
59,4603811000001100,Nurofen Migraine Pain 342mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-4603811000001100
60,9511211000001100,Nurofen Tension Headache 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-9511211000001100
61,11934111000001100,Nurofen Express 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-11934111000001100
62,11935111000001100,Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-11935111000001100
63,21679511000001100,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),SNOMED,bleeding_medications_hasbled,S-21679511000001100
64,17538811000001100,Feminax Express 342mg tablets (Bayer Plc),SNOMED,bleeding_medications_hasbled,S-17538811000001100
65,2892711000001100,Keral 25mg tablets (A. Menarini Farmaceutica Internazionale SRL),SNOMED,bleeding_medications_hasbled,S-2892711000001100
66,16236911000001100,Diclofenac potassium 25mg tablets (Accord Healthcare Ltd),SNOMED,bleeding_medications_hasbled,S-16236911000001100
67,17014711000001100,Diclofenac potassium 25mg tablets (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-17014711000001100
68,16237611000001100,Diclofenac potassium 50mg tablets (Accord Healthcare Ltd),SNOMED,bleeding_medications_hasbled,S-16237611000001100
69,16650211000001100,Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-16650211000001100
70,17664811000001100,Diclofenac potassium 50mg tablets (Focus Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-17664811000001100
71,18341211000001100,Diclofenac potassium 50mg tablets (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-18341211000001100
72,18618611000001100,Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd),SNOMED,bleeding_medications_hasbled,S-18618611000001100
73,30048011000001100,Diclofenac potassium 50mg tablets (DE Pharmaceuticals),SNOMED,bleeding_medications_hasbled,S-30048011000001100
74,663411000001105,Voltarol Rapid 25mg tablets (Novartis Pharmaceuticals UK Ltd),SNOMED,bleeding_medications_hasbled,S-663411000001105
75,605911000001102,Voltarol Rapid 50mg tablets (Novartis Pharmaceuticals UK Ltd),SNOMED,bleeding_medications_hasbled,S-605911000001102
76,14033611000001100,Voltarol Pain-eze 12.5mg tablets (Novartis Consumer Health UK Ltd),SNOMED,bleeding_medications_hasbled,S-14033611000001100
77,19363611000001100,Voltarol Pain-eze Extra Strength 25mg tablets (Novartis Consumer Health UK Ltd),SNOMED,bleeding_medications_hasbled,S-19363611000001100
78,17526411000001100,Voltarol Joint Pain 12.5mg tablets (Novartis Consumer Health UK Ltd),SNOMED,bleeding_medications_hasbled,S-17526411000001100
79,18637011000001100,First Resort Double Action Pain Relief 12.5mg tablets (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-18637011000001100
80,28001111000001100,Celecoxib 100mg capsules (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-28001111000001100
81,28011711000001100,Celecoxib 100mg capsules (Upjohn UK Ltd),SNOMED,bleeding_medications_hasbled,S-28011711000001100
82,28039011000001100,Celecoxib 100mg capsules (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-28039011000001100
83,28292711000001100,Celecoxib 100mg capsules (Zentiva),SNOMED,bleeding_medications_hasbled,S-28292711000001100
84,28378211000001100,Celecoxib 100mg capsules (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-28378211000001100
85,28378611000001100,Celecoxib 100mg capsules (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-28378611000001100
86,29784511000001100,Celecoxib 100mg capsules (Sigma Pharmaceuticals Plc),SNOMED,bleeding_medications_hasbled,S-29784511000001100
87,33136211000001100,Naproxen 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-33136211000001100
88,8638311000001100,Naproxen 250mg/5ml oral suspension (Special Order),SNOMED,bleeding_medications_hasbled,S-8638311000001100
89,33743911000001100,Naproxen 50mg/ml oral suspension (Thornton & Ross Ltd),SNOMED,bleeding_medications_hasbled,S-33743911000001100
90,34195911000001100,Naproxen 50mg/ml oral suspension (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-34195911000001100
91,34328011000001100,Naproxen 50mg/ml oral suspension (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-34328011000001100
92,37609211000001100,Naproxen 50mg/ml oral suspension (DE Pharmaceuticals),SNOMED,bleeding_medications_hasbled,S-37609211000001104
93,894311000001106,Naprosyn 250mg tablets (Atnahs Pharma UK Ltd),SNOMED,bleeding_medications_hasbled,S-894311000001106
94,162011000001106,Naprosyn 500mg tablets (Atnahs Pharma UK Ltd),SNOMED,bleeding_medications_hasbled,S-162011000001106
95,178811000001105,Naprosyn EC 250mg tablets (Atnahs Pharma UK Ltd),SNOMED,bleeding_medications_hasbled,S-178811000001105
96,611711000001104,Naprosyn EC 375mg tablets (Atnahs Pharma UK Ltd),SNOMED,bleeding_medications_hasbled,S-611711000001104
97,434011000001107,Naprosyn EC 500mg tablets (Atnahs Pharma UK Ltd),SNOMED,bleeding_medications_hasbled,S-434011000001107
98,61111000001105,Naprosyn S/R 500mg tablets (Roche Products Ltd),SNOMED,bleeding_medications_hasbled,S-61111000001105
99,15512111000001100,Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc),SNOMED,bleeding_medications_hasbled,S-15512111000001100
100,18233711000001100,Vimovo 500mg/20mg modified-release tablets (AstraZeneca UK Ltd),SNOMED,bleeding_medications_hasbled,S-18233711000001100
101,31279811000001100,Stirlescent 250mg effervescent tablets (Stirling Anglian Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-31279811000001100
102,36736411000001100,Nexocin EC 250mg gastro-resistant tablets (Noumed Life Sciences Ltd),SNOMED,bleeding_medications_hasbled,S-36736411000001104
103,36737211000001100,Nexocin EC 500mg gastro-resistant tablets (Noumed Life Sciences Ltd),SNOMED,bleeding_medications_hasbled,S-36737211000001104
104,10360711000001100,Phenylbutazone 100mg tablets (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-10360711000001100
105,10423311000001100,Phenylbutazone 100mg tablets (Essential Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10423311000001100
106,11256211000001100,Phenylbutazone 100mg tablets (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-11256211000001100
107,10361211000001100,Phenylbutazone 200mg tablets (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-10361211000001100
108,10423711000001100,Phenylbutazone 200mg tablets (Essential Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10423711000001100
109,11256411000001100,Phenylbutazone 200mg tablets (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-11256411000001100
110,286411000001100,Piroxicam 10mg capsules (Mylan),SNOMED,bleeding_medications_hasbled,S-286411000001100
111,310111000001102,Piroxicam 10mg capsules (IVAX Pharmaceuticals UK Ltd),SNOMED,bleeding_medications_hasbled,S-310111000001102
112,317911000001103,Piroxicam 10mg capsules (The Boots Company Plc),SNOMED,bleeding_medications_hasbled,S-317911000001103
113,385011000001106,Piroxicam 10mg capsules (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-385011000001106
114,468211000001100,Piroxicam 10mg capsules (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-468211000001100
115,494511000001107,Piroxicam 10mg capsules (Approved Prescription Services Ltd),SNOMED,bleeding_medications_hasbled,S-494511000001107
116,349811000001107,Ibuprofen 600mg tablets (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-349811000001107
117,372911000001106,Ibuprofen 600mg tablets film coated (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-372911000001106
118,451211000001103,Ibuprofen 600mg tablets (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-451211000001103
119,641211000001103,Ibuprofen 600mg tablets (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-641211000001103
120,901511000001105,Ibuprofen 600mg tablets (Aspar Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-901511000001105
121,928211000001108,Ibuprofen 600mg tablets (Sterwin Medicines),SNOMED,bleeding_medications_hasbled,S-928211000001108
122,9805911000001100,Ibuprofen 600mg tablets (Almus Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-9805911000001100
123,10379411000001100,Ibuprofen 600mg tablets (Arrow Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10379411000001100
124,11177711000001100,Ibuprofen 600mg tablets (Zentiva),SNOMED,bleeding_medications_hasbled,S-11177711000001100
125,14773611000001100,Ibuprofen 600mg tablets (Boston Healthcare Ltd),SNOMED,bleeding_medications_hasbled,S-14773611000001100
126,15101111000001100,Ibuprofen 600mg tablets (Sigma Pharmaceuticals Plc),SNOMED,bleeding_medications_hasbled,S-15101111000001100
127,17931811000001100,Ibuprofen 600mg tablets (Phoenix Healthcare Distribution Ltd),SNOMED,bleeding_medications_hasbled,S-17931811000001100
128,18078211000001100,Ibuprofen 600mg tablets (Fannin UK Ltd),SNOMED,bleeding_medications_hasbled,S-18078211000001100
129,21033511000001100,Ibuprofen 600mg tablets (Bristol Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-21033511000001100
130,22057111000001100,Ibuprofen 600mg tablets (Waymade Healthcare Plc),SNOMED,bleeding_medications_hasbled,S-22057111000001100
131,36043011000001100,Ibuprofen 600mg tablets (Medreich Plc),SNOMED,bleeding_medications_hasbled,S-36043011000001104
132,36080311000001100,Ibuprofen 600mg tablets (Crescent Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-36080311000001104
133,36513111000001100,Ibuprofen 600mg tablets (Dalkeith Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-36513111000001104
134,36700311000001100,Ibuprofen 600mg tablets (Noumed Life Sciences Ltd),SNOMED,bleeding_medications_hasbled,S-36700311000001104
135,37079111000001100,Ibuprofen 600mg tablets (Relonchem Ltd),SNOMED,bleeding_medications_hasbled,S-37079111000001104
136,37422011000001100,Ibuprofen 600mg tablets (DE Pharmaceuticals),SNOMED,bleeding_medications_hasbled,S-37422011000001104
137,23811000001106,Ibuprofen 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-23811000001106
138,26311000001106,Ibuprofen 100mg/5ml oral suspension sugar free (Sandoz Ltd),SNOMED,bleeding_medications_hasbled,S-26311000001106
139,731611000001107,Ibuprofen 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-731611000001107
140,3323411000001100,Ibuprofen 100mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-3323411000001100
141,5021111000001100,Ibuprofen 100mg/5ml oral suspension sugar free (Vantage),SNOMED,bleeding_medications_hasbled,S-5021111000001100
142,7944111000001100,Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-7944111000001100
143,9209811000001100,Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd),SNOMED,bleeding_medications_hasbled,S-9209811000001100
144,13623411000001100,Ibuprofen 100mg/5ml oral suspension sugar free (Pinewood Healthcare),SNOMED,bleeding_medications_hasbled,S-13623411000001100
145,429511000001103,Orudis 50mg capsules (Sanofi),SNOMED,bleeding_medications_hasbled,S-429511000001103
146,155411000001100,Oruvail 100 modified-release capsules (Sanofi),SNOMED,bleeding_medications_hasbled,S-155411000001100
147,345311000001100,Oruvail 200 modified-release capsules (Sanofi),SNOMED,bleeding_medications_hasbled,S-345311000001100
148,657811000001107,Oruvail 150 modified-release capsules (Sanofi),SNOMED,bleeding_medications_hasbled,S-657811000001107
149,419711000001102,Ketovail 100mg modified-release capsules (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-419711000001102
150,106011000001106,Ketovail 200mg modified-release capsules (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-106011000001106
151,482011000001109,Larafen CR 200mg capsules (Ennogen Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-482011000001109
152,294311000001102,Ketocid 200 modified-release capsules (Chiesi Ltd),SNOMED,bleeding_medications_hasbled,S-294311000001102
153,98811000001106,Fenoket 200mg modified-release capsules (Opus Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-98811000001106
154,8211000001106,Ketotard XL 200mg capsules (Galen Ltd),SNOMED,bleeding_medications_hasbled,S-8211000001106
155,793611000001101,Valket 200 Retard capsules (Tillomed Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-793611000001101
156,804611000001103,Tiloket CR 100mg capsules (Tillomed Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-804611000001103
157,7498011000001100,Tiloket 50mg capsules (Tillomed Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-7498011000001100
158,29742611000001100,Tiloket CR 200mg capsules (Tillomed Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-29742611000001100
159,16148311000001100,Axorid 100mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-16148311000001100
160,16140611000001100,Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-16140611000001100
161,164411000001109,Mefenamic acid 250mg capsules (Zentiva),SNOMED,bleeding_medications_hasbled,S-164411000001109
162,188111000001107,Mefenamic acid 250mg capsules (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-188111000001107
163,269111000001100,Mefenamic acid 250mg capsules (A A H Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-269111000001100
164,756011000001108,Mefenamic acid 250mg capsules (Mylan),SNOMED,bleeding_medications_hasbled,S-756011000001108
165,767711000001103,Mefenamic acid 250mg capsules (Kent Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-767711000001103
166,10389911000001100,Mefenamic acid 250mg capsules (Arrow Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10389911000001100
167,14945211000001100,Mefenamic acid 250mg capsules (Essential Generics Ltd),SNOMED,bleeding_medications_hasbled,S-14945211000001100
168,17939411000001100,Mefenamic acid 250mg capsules (Phoenix Healthcare Distribution Ltd),SNOMED,bleeding_medications_hasbled,S-17939411000001100
169,19310911000001100,Mefenamic acid 250mg capsules (Advanz Pharma),SNOMED,bleeding_medications_hasbled,S-19310911000001100
170,21791511000001100,Mefenamic acid 250mg capsules (Waymade Healthcare Plc),SNOMED,bleeding_medications_hasbled,S-21791511000001100
171,24378611000001100,Mefenamic acid 250mg capsules (DE Pharmaceuticals),SNOMED,bleeding_medications_hasbled,S-24378611000001100
172,29904711000001100,Mefenamic acid 250mg capsules (Sigma Pharmaceuticals Plc),SNOMED,bleeding_medications_hasbled,S-29904711000001100
173,186711000001109,Mefenamic acid 50mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-186711000001109
174,10378911000001100,Ibuprofen 200mg tablets (Arrow Generics Ltd),SNOMED,bleeding_medications_hasbled,S-10378911000001100
175,11579811000001100,Ibuprofen 200mg tablets (Sandoz Ltd),SNOMED,bleeding_medications_hasbled,S-11579811000001100
176,13578911000001100,Ibuprofen 200mg tablets (DE Pharmaceuticals),SNOMED,bleeding_medications_hasbled,S-13578911000001100
177,14772411000001100,Ibuprofen 200mg tablets (Boston Healthcare Ltd),SNOMED,bleeding_medications_hasbled,S-14772411000001100
178,14784511000001100,Ibuprofen 200mg tablets (Galpharm International Ltd),SNOMED,bleeding_medications_hasbled,S-14784511000001100
179,16056611000001100,Ibuprofen 200mg tablets (Bristol Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-16056611000001100
180,17023611000001100,Ibuprofen 200mg tablets (BellSons & Co (Druggists) Ltd),SNOMED,bleeding_medications_hasbled,S-17023611000001100
181,17931411000001100,Ibuprofen 200mg tablets (Phoenix Healthcare Distribution Ltd),SNOMED,bleeding_medications_hasbled,S-17931411000001100
182,18074911000001100,Ibuprofen 200mg tablets (Fannin UK Ltd),SNOMED,bleeding_medications_hasbled,S-18074911000001100
183,18557911000001100,Ibuprofen 200mg caplets (Bristol Laboratories Ltd),SNOMED,bleeding_medications_hasbled,S-18557911000001100
184,22046511000001100,Ibuprofen 200mg tablets (Waymade Healthcare Plc),SNOMED,bleeding_medications_hasbled,S-22046511000001100
185,27170011000001100,Ibuprofen 200mg caplets (Wockhardt UK Ltd),SNOMED,bleeding_medications_hasbled,S-27170011000001100
186,28984611000001100,Ibuprofen 200mg tablets (Crescent Pharma Ltd),SNOMED,bleeding_medications_hasbled,S-28984611000001100
187,29875911000001100,Ibuprofen 200mg tablets (Sigma Pharmaceuticals Plc),SNOMED,bleeding_medications_hasbled,S-29875911000001100
188,30212411000001100,Ibuprofen 200mg tablets (Mawdsley-Brooks & Company Ltd),SNOMED,bleeding_medications_hasbled,S-30212411000001100
189,35851611000001100,Ibuprofen 200mg tablets (Medreich Plc),SNOMED,bleeding_medications_hasbled,S-35851611000001100
190,37862011000001100,Ibuprofen 200mg tablets (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-37862011000001104
191,1511000001104,Ibuprofen 400mg tablets (Teva UK Ltd),SNOMED,bleeding_medications_hasbled,S-1511000001104
192,207911000001105,Ibuprofen 400mg tablets (Thornton & Ross Ltd),SNOMED,bleeding_medications_hasbled,S-207911000001105
193,273411000001104,Ibuprofen 400mg tablets film coated (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-273411000001104
194,333311000001102,Ibuprofen 400mg tablets (Vantage),SNOMED,bleeding_medications_hasbled,S-333311000001102
195,415811000001107,Ibuprofen 400mg tablets sugar coated (Actavis UK Ltd),SNOMED,bleeding_medications_hasbled,S-415811000001107
196,420811000001109,Ibuprofen 400mg tablets sugar coated (Kent Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-420811000001109
197,434811000001101,Ibuprofen 400mg tablets (Sterwin Medicines),SNOMED,bleeding_medications_hasbled,S-434811000001101
198,491911000001103,Ibuprofen 400mg tablets (Kent Pharmaceuticals Ltd),SNOMED,bleeding_medications_hasbled,S-491911000001103
199,497111000001108,Ibuprofen 400mg tablets (Alliance Healthcare (Distribution) Ltd),SNOMED,bleeding_medications_hasbled,S-497111000001108
